"subject","condition","pretty_condition","study","term","mode","question","q","answer","correct","rt_s","response","num_o","score_TRI","score_ORTH","score_SAT_left","score_SAT_right","score_TV_max","score_TV_start","score_TV_end","score_TV_duration","score_REF","score_BOTH","score_ABS","score_niceABS","score_TVERSKY","tv_type","score_SATISFICE","sat_type","top_score","top_type","range","int2","interpretation","high_interpretation","score_SCALED","score_STATE"
"GC47R","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B,F",FALSE,16.128,"BF",2,-0.125,1,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"GC47R","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"A",FALSE,82.27,"A",1,-0.0666666666666667,-0.0714285714285714,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-0.0666666666666667,"score_TRI",0.00476190476190476,"?","?","neg.trans",-0.5,"unknown"
"GC47R","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) begins before J begins and ends during B?",9,"E,I",FALSE,57.219,"EI",2,0.933333333333333,0.933333333333333,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0.933333333333333,"score_TRI",0,"?","?","neg.trans",-0.5,"unknown"
"GC47R","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at the same time as F?",10,"B",FALSE,71.61,"B",1,-0.0625,-0.0625,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,0,-0.0625,"score_TV_start",NA,NA,-0.0625,"score_TRI",0,"?","?","neg.trans",-0.5,"unknown"
"GC47R","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at 12pm?",11,"M",FALSE,26.275,"M",1,0.5,-0.0625,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0.5,"score_TRI",0.5625,"Triangular","Triangular","triangular",1,"tri-like"
"GC47R","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,14.778,"B",1,-0.0625,1,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"GC47R","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which 2 shifts end when Z begins?",13,"C,X",FALSE,122.802,"CX",2,-0.133333333333333,0.433333333333333,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0.433333333333333,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"GC47R","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at 3pm?",14,"F,X",FALSE,114.085,"FX",2,0.941176470588235,-0.117647058823529,NA,NA,0.178571428571429,NA,0.941176470588235,-0.133333333333333,0,0,0,0,0.941176470588235,"score_TV_end",NA,NA,0.941176470588235,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular",1,"tri-like"
"GC47R","113112","TRI-rotate-45","SGC4C","summer22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"F,G",FALSE,75.715,"FG",2,-0.125,0.433333333333333,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,0.433333333333333,"score_ORTH",0.558333333333333,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"F24DY","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at 11 am?",1,"F",TRUE,24.718,"F",1,1,-0.0833333333333333,NA,NA,0.5,1,-0.0714285714285714,NA,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"F24DY","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at the same time as D?",2,"X",FALSE,34.723,"X",1,-0.0833333333333333,-0.0833333333333333,NA,NA,0.25,-0.0909090909090909,1,-0.0769230769230769,0,0,0,0,1,"score_TV_end",NA,NA,1,"score_TVERSKY",1.08333333333333,"Tversky","Tversky","pos.trans",0.5,"tri-like"
"F24DY","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which shift(s) begin when C ends?",3,"F",TRUE,26.32,"F",1,1,0,NA,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1,"Triangular","Triangular","triangular",1,"tri-like"
"F24DY","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,52.801,"H",1,1,-0.0833333333333333,NA,NA,0.5,-0.0714285714285714,1,NA,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"F24DY","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"G",FALSE,77.412,"G",1,-0.0909090909090909,-0.0769230769230769,NA,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0,0,0,0.5,"score_TV_end",NA,NA,0.5,"score_TVERSKY",0.590909090909091,"Tversky","Tversky","pos.trans",0.5,"tri-like"
"F24DY","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which shift(s) are six hours long?",6,"E,G",TRUE,11.707,"EG",2,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"F24DY","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B,F",FALSE,50.805,"BF",2,-0.125,1,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"F24DY","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E,G",FALSE,95.235,"EG",2,0.933333333333333,0.928571428571429,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0.933333333333333,"score_TRI",0.00476190476190474,"?","?","neg.trans",-0.5,"unknown"
"F24DY","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,30.435,"I",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"F24DY","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at the same time as F?",10,"C",FALSE,63.383,"C",1,-0.0625,-0.0625,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,0,-0.0625,"score_TV_start",NA,NA,-0.0625,"score_TRI",0,"?","?","neg.trans",-0.5,"unknown"
"F24DY","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at 12pm?",11,"L,M",TRUE,13.543,"LM",2,1,-0.125,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.125,"Triangular","Triangular","triangular",1,"tri-like"
"F24DY","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at the same time as F?",12,"G",TRUE,12.744,"G",1,1,-0.0625,NA,NA,0.5,1,NA,-0.0625,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1,"tri-like"
"F24DY","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which 2 shifts end when Z begins?",13,"H,K",FALSE,91.449,"HK",2,-0.133333333333333,-0.133333333333333,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-0.133333333333333,"score_TRI",0,"?","?","neg.trans",-0.5,"unknown"
"F24DY","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at 3pm?",14,"F",FALSE,46.688,"F",1,-0.0588235294117647,-0.0588235294117647,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,-0.0588235294117647,"score_TRI",0,"?","?","neg.trans",-0.5,"unknown"
"F24DY","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"C,H",FALSE,67.518,"CH",2,-0.125,-0.133333333333333,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,-0.117647058823529,"score_TVERSKY",0.0156862745098039,"?","?","neg.trans",-0.5,"unknown"
"GXB4O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at 11 am?",1,"C,F",FALSE,46.71,"CF",2,0.923076923076923,-0.166666666666667,NA,NA,1,0.923076923076923,0.928571428571429,NA,0,0,0,0,1,"score_TV_max",NA,NA,1,"score_TVERSKY",1.16666666666667,"Tversky","Tversky","pos.trans",0.5,"tri-like"
"GXB4O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at the same time as D?",2,"K",TRUE,80.923,"K",1,1,-0.0833333333333333,NA,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,0,1,1,0.5,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"GXB4O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) begin when C ends?",3,"F",TRUE,20.623,"F",1,1,0,NA,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1,"Triangular","Triangular","triangular",1,"tri-like"
"GXB4O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,16.486,"H",1,1,-0.0833333333333333,NA,NA,0.5,-0.0714285714285714,1,NA,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"GXB4O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,37.533,"O",1,1,-0.0769230769230769,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0,1,1,-0.0769230769230769,"score_TV_start",NA,NA,1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular",1,"tri-like"
"GXB4O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) are six hours long?",6,"E,G",TRUE,72.996,"EG",2,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"GXB4O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"O,X",TRUE,46.675,"OX",2,1,-0.133333333333333,NA,NA,0.25,1,-0.142857142857143,-0.125,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"GXB4O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"F,G",FALSE,140.469,"FG",2,0.933333333333333,-0.0714285714285714,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0.933333333333333,"score_TRI",1.0047619047619,"Triangular","Triangular","triangular",1,"tri-like"
"GXB4O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,39.612,"I",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"GXB4O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at the same time as F?",10,"E",TRUE,27.673,"E",1,1,-0.0625,NA,NA,0.333333333333333,-0.0625,1,-0.0625,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1,"tri-like"
"GXB4O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at 12pm?",11,"L,M",TRUE,16.161,"LM",2,1,-0.125,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.125,"Triangular","Triangular","triangular",1,"tri-like"
"GXB4O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at the same time as F?",12,"G",TRUE,12.651,"G",1,1,-0.0625,NA,NA,0.5,1,NA,-0.0625,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1,"tri-like"
"GXB4O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which 2 shifts end when Z begins?",13,"E,F",TRUE,30.89,"EF",2,1,0.433333333333333,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",0.566666666666667,"Triangular","Triangular","triangular",1,"tri-like"
"GXB4O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at 3pm?",14,"X",TRUE,9.111,"X",1,1,-0.0588235294117647,NA,NA,0.25,NA,1,-0.0666666666666667,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular",1,"tri-like"
"GXB4O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"K,X",TRUE,28.075,"KX",2,1,-0.133333333333333,NA,NA,0.666666666666667,-0.117647058823529,NA,NA,0,0,1,1,0.666666666666667,"score_TV_max",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"2CJ7D","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at 11 am?",1,"A,O,I",FALSE,22.184,"AIO",3,-0.230769230769231,1,NA,NA,-0.25,-0.230769230769231,-0.214285714285714,NA,0,0,0,0,-0.214285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.23076923076923,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"2CJ7D","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at the same time as D?",2,"E,G",FALSE,9.457,"EG",2,-0.166666666666667,1,NA,NA,-0.222222222222222,-0.181818181818182,-0.153846153846154,-0.153846153846154,0,0,0,0,-0.153846153846154,"score_TV_end",NA,NA,1,"score_ORTH",1.16666666666667,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"2CJ7D","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,29.276,"Z",1,0,1,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"2CJ7D","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at 4 pm?",4,"O,U",FALSE,48.768,"OU",2,-0.142857142857143,1,NA,NA,-0.153846153846154,-0.142857142857143,-0.142857142857143,NA,0,0,0,0,-0.142857142857143,"score_TV_start",NA,NA,1,"score_ORTH",1.14285714285714,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"2CJ7D","113112","TRI-rotate-45","SGC4C","summer22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"",FALSE,68.228,"",0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,"score_TV_max",NA,NA,0,"score_TRI",0,"blank","blank","neutral",0,"unknown"
"2CJ7D","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) are six hours long?",6,"E,G",TRUE,10.298,"EG",2,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"2CJ7D","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B,F",FALSE,15.077,"BF",2,-0.125,1,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"2CJ7D","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,38.542,"E",1,-0.0666666666666667,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"2CJ7D","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,25.485,"I",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"2CJ7D","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,51.736,"X",1,-0.0625,1,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"2CJ7D","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at 12pm?",11,"B,F",FALSE,12.265,"BF",2,-0.125,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"2CJ7D","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,7.208,"B",1,-0.0625,1,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"2CJ7D","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which 2 shifts end when Z begins?",13,"F,X",FALSE,29.564,"FX",2,0.433333333333333,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"2CJ7D","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,41.126,"B",1,-0.0588235294117647,1,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"2CJ7D","113112","TRI-rotate-45","SGC4C","summer22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"E",FALSE,58.195,"E",1,-0.0625,0.5,NA,NA,-0.0666666666666667,-0.0588235294117647,NA,NA,0,0,0,0,-0.0588235294117647,"score_TV_start",NA,NA,0.5,"score_ORTH",0.5625,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"SV20G","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at 11 am?",1,"F",TRUE,24.292,"F",1,1,-0.0833333333333333,NA,NA,0.5,1,-0.0714285714285714,NA,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"SV20G","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at the same time as D?",2,"K",TRUE,8.829,"K",1,1,-0.0833333333333333,NA,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,0,1,1,0.5,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"SV20G","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which shift(s) begin when C ends?",3,"F",TRUE,8.973,"F",1,1,0,NA,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1,"Triangular","Triangular","triangular",1,"tri-like"
"SV20G","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,5.264,"H",1,1,-0.0833333333333333,NA,NA,0.5,-0.0714285714285714,1,NA,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"SV20G","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"A",FALSE,21.326,"A",1,0,-0.0769230769230769,NA,NA,0,-0.0769230769230769,-0.0833333333333333,NA,0,0,0,0,0,"score_TV_max",NA,NA,0,"score_TRI",0.0769230769230769,"?","?","neg.trans",-0.5,"unknown"
"SV20G","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which shift(s) are six hours long?",6,"E,G",TRUE,15.999,"EG",2,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"SV20G","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"O,X",TRUE,16.814,"OX",2,1,-0.133333333333333,NA,NA,0.25,1,-0.142857142857143,-0.125,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"SV20G","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"G",TRUE,42.441,"G",1,1,-0.0714285714285714,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.07142857142857,"Triangular","Triangular","triangular",1,"tri-like"
"SV20G","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which shift(s) begins before J begins and ends during B?",9,"F",FALSE,42.67,"F",1,-0.0666666666666667,-0.0666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-0.0666666666666667,"score_TRI",0,"?","?","neg.trans",-0.5,"unknown"
"SV20G","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at the same time as F?",10,"E",TRUE,6.395,"E",1,1,-0.0625,NA,NA,0.333333333333333,-0.0625,1,-0.0625,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1,"tri-like"
"SV20G","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at 12pm?",11,"L,M",TRUE,10.439,"LM",2,1,-0.125,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.125,"Triangular","Triangular","triangular",1,"tri-like"
"SV20G","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at the same time as F?",12,"G",TRUE,6.994,"G",1,1,-0.0625,NA,NA,0.5,1,NA,-0.0625,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1,"tri-like"
"SV20G","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which 2 shifts end when Z begins?",13,"E,F",TRUE,26.263,"EF",2,1,0.433333333333333,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",0.566666666666667,"Triangular","Triangular","triangular",1,"tri-like"
"SV20G","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at 3pm?",14,"X",TRUE,16.289,"X",1,1,-0.0588235294117647,NA,NA,0.25,NA,1,-0.0666666666666667,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular",1,"tri-like"
"SV20G","111112","ORTH-rotate-45","SGC4C","summer22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"K,X",TRUE,22.454,"KX",2,1,-0.133333333333333,NA,NA,0.666666666666667,-0.117647058823529,NA,NA,0,0,1,1,0.666666666666667,"score_TV_max",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"T7NPC","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at 11 am?",1,"F",TRUE,65.974,"F",1,1,-0.0833333333333333,NA,NA,0.5,1,-0.0714285714285714,NA,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"T7NPC","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at the same time as D?",2,"K",TRUE,31.078,"K",1,1,-0.0833333333333333,NA,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,0,1,1,0.5,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"T7NPC","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) begin when C ends?",3,"F",TRUE,23.125,"F",1,1,0,NA,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1,"Triangular","Triangular","triangular",1,"tri-like"
"T7NPC","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,35.118,"H",1,1,-0.0833333333333333,NA,NA,0.5,-0.0714285714285714,1,NA,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"T7NPC","113112","TRI-rotate-45","SGC4C","summer22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,33.784,"O",1,1,-0.0769230769230769,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0,1,1,-0.0769230769230769,"score_TV_start",NA,NA,1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular",1,"tri-like"
"T7NPC","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) are six hours long?",6,"E,G",TRUE,12.284,"EG",2,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"T7NPC","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"O,X",TRUE,91.978,"OX",2,1,-0.133333333333333,NA,NA,0.25,1,-0.142857142857143,-0.125,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"T7NPC","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"G",TRUE,51.131,"G",1,1,-0.0714285714285714,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.07142857142857,"Triangular","Triangular","triangular",1,"tri-like"
