"subject","condition","term","mode","question","q","response","correct","rt_s","num_o","score_TRI","score_ORTH","score_SATISFICE","score_TV_max","score_TV_start","score_TV_end","score_TV_duration","score_REF","score_BOTH","score_ABS","score_niceABS","score_TVERSKY","tv_type","top_score","top_type","range","interpretation","score_SCALED"
"DOQRP","121","spring18","lab-synch","midpoint",5,"A",TRUE,15.543,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"Q8EDD","111","spring18","lab-synch","starttime",1,"A",FALSE,12.275,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"Q8EDD","111","spring18","lab-synch","starts",2,"E",FALSE,10.574,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"Q8EDD","111","spring18","lab-synch","meets",3,"Z",FALSE,36.484,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
"Q8EDD","111","spring18","lab-synch","endtime",4,"E",FALSE,7.659,1,-0.0714285714285714,-0.0833333333333333,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0769230769230769,0,0,-0.0714285714285714,"score_TV_start",-0.0714285714285714,"score_TRI",0.0119047619047619,"?",0
"Q8EDD","111","spring18","lab-synch","midpoint",5,"F",FALSE,146.289,1,-0.0909090909090909,-0.0769230769230769,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,-0.0769230769230769,0,0,-0.0769230769230769,"score_TV_start",-0.0769230769230769,"score_TVERSKY",0.013986013986014,"?",0
"RGJZL","121","spring18","lab-synch","starttime",1,"AI",FALSE,29.966,2,-0.142857142857143,NA,0.666666666666667,-0.153846153846154,-0.142857142857143,-0.142857142857143,NA,0,-0.142857142857143,0,0,-0.142857142857143,"score_TV_start",0.666666666666667,"score_SATISFICE",0.80952380952381,"?",0
"RGJZL","121","spring18","lab-synch","starts",2,"",FALSE,23.347,0,0,NA,0,0,0,0,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"RGJZL","121","spring18","lab-synch","meets",3,"F",TRUE,31.874,1,-0.0769230769230769,NA,0.333333333333333,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,1,0,-0.0769230769230769,"score_TV_start",0.333333333333333,"score_SATISFICE",0.41025641025641,"?",0
"RGJZL","121","spring18","lab-synch","endtime",4,"D",FALSE,8.965,1,-0.0714285714285714,NA,-0.0769230769230769,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",-0.0714285714285714,"score_TRI",0.0054945054945055,"?",0
"RGJZL","121","spring18","lab-synch","midpoint",5,"H",FALSE,126.678,1,-0.0769230769230769,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,-0.0714285714285714,0,0,-0.0833333333333333,"score_TV_max",-0.0769230769230769,"score_TRI",0.0064102564102564,"?",0
"W7EBS","111","spring18","lab-synch","starttime",1,"A",FALSE,30.41,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"W7EBS","111","spring18","lab-synch","starts",2,"K",TRUE,46.563,1,1,-0.0833333333333333,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,0.5,1,1,0.5,"score_TV_start",1,"score_TRI",1.08333333333333,"?",0
"W7EBS","111","spring18","lab-synch","meets",3,"F",TRUE,70.472,1,1,0,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,0.5,1,1,1,"score_TV_end",1,"score_TRI",1,"?",0
"W7EBS","111","spring18","lab-synch","endtime",4,"H",TRUE,12.816,1,1,-0.0833333333333333,NA,0.5,-0.0714285714285714,1,NA,NA,0.5,1,1,1,"score_TV_end",1,"score_TRI",1.08333333333333,"Triangular",1
"W7EBS","111","spring18","lab-synch","midpoint",5,"O",TRUE,54.54,1,1,-0.0769230769230769,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0.5,1,1,-0.0769230769230769,"score_TV_start",1,"score_TRI",1.07692307692308,"?",0
"EGP0T","111","spring18","lab-synch","starttime",1,"A",FALSE,20.331,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"EGP0T","111","spring18","lab-synch","starts",2,"E",FALSE,8.592,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"EGP0T","111","spring18","lab-synch","meets",3,"Z",FALSE,17.955,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
"EGP0T","111","spring18","lab-synch","endtime",4,"U",FALSE,38.042,1,-0.0714285714285714,1,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_start",1,"score_ORTH",1.07142857142857,"Orthogonal",-1
"EGP0T","111","spring18","lab-synch","midpoint",5,"U",FALSE,114.486,1,-0.0909090909090909,1,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0.5,0,0,0.5,"score_TV_end",1,"score_ORTH",1.09090909090909,"?",0
"CK5DF","111","spring18","lab-synch","starttime",1,"A",FALSE,26.179,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"CK5DF","111","spring18","lab-synch","starts",2,"E",FALSE,17.067,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"CK5DF","111","spring18","lab-synch","meets",3,"Z",FALSE,17.658,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
"CK5DF","111","spring18","lab-synch","endtime",4,"U",FALSE,26.778,1,-0.0714285714285714,1,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_start",1,"score_ORTH",1.07142857142857,"Orthogonal",-1
"CK5DF","111","spring18","lab-synch","midpoint",5,"F",FALSE,66.932,1,-0.0909090909090909,-0.0769230769230769,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,-0.0769230769230769,0,0,-0.0769230769230769,"score_TV_start",-0.0769230769230769,"score_TVERSKY",0.013986013986014,"?",0
"9BBMD","111","spring18","lab-synch","starttime",1,"A",FALSE,17.959,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"9BBMD","111","spring18","lab-synch","starts",2,"E",FALSE,13.242,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"9BBMD","111","spring18","lab-synch","meets",3,"Z",FALSE,8.685,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
"9BBMD","111","spring18","lab-synch","endtime",4,"U",FALSE,56.046,1,-0.0714285714285714,1,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_start",1,"score_ORTH",1.07142857142857,"Orthogonal",-1
"9BBMD","111","spring18","lab-synch","midpoint",5,"U",FALSE,95.222,1,-0.0909090909090909,1,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0.5,0,0,0.5,"score_TV_end",1,"score_ORTH",1.09090909090909,"?",0
"UX4QZ","111","spring18","lab-synch","starttime",1,"A",FALSE,48.803,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"UX4QZ","111","spring18","lab-synch","starts",2,"E",FALSE,10.563,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"UX4QZ","111","spring18","lab-synch","meets",3,"Z",FALSE,22.924,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
"UX4QZ","111","spring18","lab-synch","endtime",4,"U",FALSE,51.485,1,-0.0714285714285714,1,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_start",1,"score_ORTH",1.07142857142857,"Orthogonal",-1
"UX4QZ","111","spring18","lab-synch","midpoint",5,"U",FALSE,55.391,1,-0.0909090909090909,1,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0.5,0,0,0.5,"score_TV_end",1,"score_ORTH",1.09090909090909,"?",0
"GQ35Z","111","spring18","lab-synch","starttime",1,"F",TRUE,70.99,1,1,-0.0833333333333333,NA,0.5,1,-0.0714285714285714,NA,NA,0.5,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"Triangular",1
"GQ35Z","111","spring18","lab-synch","starts",2,"K",TRUE,38.664,1,1,-0.0833333333333333,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,0.5,1,1,0.5,"score_TV_start",1,"score_TRI",1.08333333333333,"?",0
"GQ35Z","111","spring18","lab-synch","meets",3,"F",TRUE,32.361,1,1,0,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,0.5,1,1,1,"score_TV_end",1,"score_TRI",1,"?",0
"GQ35Z","111","spring18","lab-synch","endtime",4,"H",TRUE,8.183,1,1,-0.0833333333333333,NA,0.5,-0.0714285714285714,1,NA,NA,0.5,1,1,1,"score_TV_end",1,"score_TRI",1.08333333333333,"Triangular",1
"GQ35Z","111","spring18","lab-synch","midpoint",5,"O",TRUE,12.386,1,1,-0.0769230769230769,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0.5,1,1,-0.0769230769230769,"score_TV_start",1,"score_TRI",1.07692307692308,"?",0
"WKBNA","111","spring18","lab-synch","starttime",1,"F",TRUE,74.261,1,1,-0.0833333333333333,NA,0.5,1,-0.0714285714285714,NA,NA,0.5,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"Triangular",1
"WKBNA","111","spring18","lab-synch","starts",2,"K",TRUE,19.55,1,1,-0.0833333333333333,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,0.5,1,1,0.5,"score_TV_start",1,"score_TRI",1.08333333333333,"?",0
"WKBNA","111","spring18","lab-synch","meets",3,"F",TRUE,16.765,1,1,0,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,0.5,1,1,1,"score_TV_end",1,"score_TRI",1,"?",0
"WKBNA","111","spring18","lab-synch","endtime",4,"H",TRUE,16.689,1,1,-0.0833333333333333,NA,0.5,-0.0714285714285714,1,NA,NA,0.5,1,1,1,"score_TV_end",1,"score_TRI",1.08333333333333,"Triangular",1
"WKBNA","111","spring18","lab-synch","midpoint",5,"O",TRUE,22.755,1,1,-0.0769230769230769,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0.5,1,1,-0.0769230769230769,"score_TV_start",1,"score_TRI",1.07692307692308,"?",0
"F3GZE","111","spring18","lab-synch","starttime",1,"CF",FALSE,42.094,2,0.923076923076923,-0.166666666666667,NA,1,0.923076923076923,0.928571428571429,NA,0,0.423076923076923,0,0,1,"score_TV_max",1,"score_TVERSKY",1.16666666666667,"?",0
"F3GZE","111","spring18","lab-synch","starts",2,"AK",FALSE,28.831,2,0.916666666666667,-0.166666666666667,NA,0.5,1,-0.153846153846154,-0.153846153846154,0,0.423076923076923,0,0,1,"score_TV_start",1,"score_TVERSKY",1.16666666666667,"?",0
"F3GZE","111","spring18","lab-synch","meets",3,"EU",FALSE,27.742,2,-0.166666666666667,-0.2,NA,0.0416666666666667,-0.166666666666667,-0.166666666666667,0.242424242424242,0,-0.153846153846154,0,0,0.242424242424242,"score_TV_duration",0.242424242424242,"score_TVERSKY",0.442424242424242,"?",0
"F3GZE","111","spring18","lab-synch","endtime",4,"H",TRUE,102.206,1,1,-0.0833333333333333,NA,0.5,-0.0714285714285714,1,NA,NA,0.5,1,1,1,"score_TV_end",1,"score_TRI",1.08333333333333,"Triangular",1
"F3GZE","111","spring18","lab-synch","midpoint",5,"O",TRUE,101.333,1,1,-0.0769230769230769,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0.5,1,1,-0.0769230769230769,"score_TV_start",1,"score_TRI",1.07692307692308,"?",0
"X9PTQ","111","spring18","lab-synch","starttime",1,"A",FALSE,27.462,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"X9PTQ","111","spring18","lab-synch","starts",2,"E",FALSE,11.604,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"X9PTQ","111","spring18","lab-synch","meets",3,"Z",FALSE,28.66,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
"X9PTQ","111","spring18","lab-synch","endtime",4,"E",FALSE,58.061,1,-0.0714285714285714,-0.0833333333333333,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0769230769230769,0,0,-0.0714285714285714,"score_TV_start",-0.0714285714285714,"score_TRI",0.0119047619047619,"?",0
"X9PTQ","111","spring18","lab-synch","midpoint",5,"U",FALSE,171.227,1,-0.0909090909090909,1,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0.5,0,0,0.5,"score_TV_end",1,"score_ORTH",1.09090909090909,"?",0
"J1JP6","111","spring18","lab-synch","starttime",1,"A",FALSE,37.619,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"J1JP6","111","spring18","lab-synch","starts",2,"E",FALSE,26.582,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"J1JP6","111","spring18","lab-synch","meets",3,"Z",FALSE,57.054,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
"J1JP6","111","spring18","lab-synch","endtime",4,"U",FALSE,256.1,1,-0.0714285714285714,1,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_start",1,"score_ORTH",1.07142857142857,"Orthogonal",-1
"J1JP6","111","spring18","lab-synch","midpoint",5,"",FALSE,271.668,0,0,0,NA,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"38NFJ","121","spring18","lab-synch","starttime",1,"",FALSE,20.033,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"38NFJ","121","spring18","lab-synch","starts",2,"FO",FALSE,52.954,2,-0.166666666666667,NA,-0.153846153846154,-0.2,-0.166666666666667,-0.153846153846154,-0.153846153846154,0,-0.142857142857143,0,0,-0.153846153846154,"score_TV_end",-0.153846153846154,"score_TVERSKY",0.0128205128205128,"?",0
"38NFJ","121","spring18","lab-synch","meets",3,"AF",FALSE,25.552,2,-0.153846153846154,NA,0.666666666666667,-0.166666666666667,-0.153846153846154,NA,-0.153846153846154,0,-0.142857142857143,0,0,-0.153846153846154,"score_TV_start",0.666666666666667,"score_SATISFICE",0.82051282051282,"?",0
"38NFJ","121","spring18","lab-synch","endtime",4,"BH",FALSE,12.758,2,0.928571428571429,NA,-0.153846153846154,1,0.928571428571429,0.928571428571429,NA,0,0.928571428571429,0,0,1,"score_TV_max",1,"score_TVERSKY",1.15384615384615,"?",0
"38NFJ","121","spring18","lab-synch","midpoint",5,"A",TRUE,21.978,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"QGQ61","121","spring18","lab-synch","starttime",1,"F",TRUE,24.038,1,1,NA,-0.0833333333333333,0.5,1,-0.0714285714285714,NA,NA,1,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"both tri + orth",0
"QGQ61","121","spring18","lab-synch","starts",2,"K",TRUE,14.944,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"QGQ61","121","spring18","lab-synch","meets",3,"F",TRUE,12.446,1,-0.0769230769230769,NA,0.333333333333333,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,1,0,-0.0769230769230769,"score_TV_start",0.333333333333333,"score_SATISFICE",0.41025641025641,"?",0
"QGQ61","121","spring18","lab-synch","endtime",4,"H",TRUE,21.297,1,1,NA,-0.0769230769230769,0.5,-0.0714285714285714,1,NA,NA,1,1,1,1,"score_TV_end",1,"score_TRI",1.07692307692308,"both tri + orth",0
"QGQ61","121","spring18","lab-synch","midpoint",5,"A",TRUE,51.488,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"R06S6","121","spring18","lab-synch","starttime",1,"O",FALSE,10.053,1,-0.0714285714285714,NA,0.333333333333333,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",0.333333333333333,"score_SATISFICE",0.404761904761905,"?",0
"R06S6","121","spring18","lab-synch","starts",2,"G",FALSE,31.823,1,-0.0833333333333333,NA,1,-0.1,-0.0833333333333333,-0.0769230769230769,-0.0769230769230769,0,-0.0714285714285714,0,0,-0.0769230769230769,"score_TV_end",1,"score_SATISFICE",1.08333333333333,"?",0
"R06S6","121","spring18","lab-synch","meets",3,"B",FALSE,10.152,1,-0.0769230769230769,NA,-0.0909090909090909,0.5,-0.0769230769230769,NA,1,0,-0.0714285714285714,0,0,1,"score_TV_duration",1,"score_TVERSKY",1.09090909090909,"?",0
"R06S6","121","spring18","lab-synch","endtime",4,"FO",FALSE,62.869,2,-0.142857142857143,NA,1,-0.153846153846154,-0.142857142857143,-0.142857142857143,NA,0,-0.142857142857143,0,0,-0.142857142857143,"score_TV_start",1,"score_SATISFICE",1.14285714285714,"?",0
"R06S6","121","spring18","lab-synch","midpoint",5,"AF",FALSE,38.895,2,0.923076923076923,NA,-0.153846153846154,-0.166666666666667,-0.166666666666667,NA,NA,0,0.928571428571429,0,0,-0.166666666666667,"score_TV_max",0.923076923076923,"score_TRI",1.08974358974359,"?",0
"808YR","121","spring18","lab-synch","starttime",1,"",FALSE,95.264,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"808YR","121","spring18","lab-synch","starts",2,"",FALSE,122.357,0,0,NA,0,0,0,0,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"808YR","121","spring18","lab-synch","meets",3,"AIO",FALSE,73.7,3,-0.230769230769231,NA,0.575757575757576,-0.25,-0.230769230769231,NA,-0.230769230769231,0,-0.214285714285714,0,0,-0.230769230769231,"score_TV_start",0.575757575757576,"score_SATISFICE",0.806526806526807,"?",0
"808YR","121","spring18","lab-synch","endtime",4,"A",FALSE,63.926,1,-0.0714285714285714,NA,-0.0769230769230769,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",-0.0714285714285714,"score_TRI",0.0054945054945055,"?",0
"808YR","121","spring18","lab-synch","midpoint",5,"",FALSE,84.069,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"VSHHA","121","spring18","lab-synch","starttime",1,"O",FALSE,26.807,1,-0.0714285714285714,NA,0.333333333333333,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",0.333333333333333,"score_SATISFICE",0.404761904761905,"?",0
"VSHHA","121","spring18","lab-synch","starts",2,"K",TRUE,41.819,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"VSHHA","121","spring18","lab-synch","meets",3,"AO",FALSE,29.18,2,-0.153846153846154,NA,0.242424242424242,-0.166666666666667,-0.153846153846154,NA,-0.153846153846154,0,-0.142857142857143,0,0,-0.153846153846154,"score_TV_start",0.242424242424242,"score_SATISFICE",0.396270396270396,"?",0
"VSHHA","121","spring18","lab-synch","endtime",4,"A",FALSE,70.109,1,-0.0714285714285714,NA,-0.0769230769230769,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",-0.0714285714285714,"score_TRI",0.0054945054945055,"?",0
"VSHHA","121","spring18","lab-synch","midpoint",5,"A",TRUE,169.183,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"H2N27","121","spring18","lab-synch","starttime",1,"F",TRUE,36.923,1,1,NA,-0.0833333333333333,0.5,1,-0.0714285714285714,NA,NA,1,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"both tri + orth",0
"H2N27","121","spring18","lab-synch","starts",2,"K",TRUE,2.376,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"H2N27","121","spring18","lab-synch","meets",3,"U",FALSE,6.584,1,-0.0769230769230769,NA,-0.0909090909090909,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,0,0,-0.0769230769230769,"score_TV_start",-0.0769230769230769,"score_TRI",0.013986013986014,"?",0
"H2N27","121","spring18","lab-synch","endtime",4,"",FALSE,62.847,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"H2N27","121","spring18","lab-synch","midpoint",5,"FHZ",FALSE,16.129,3,-0.230769230769231,NA,-0.230769230769231,-0.25,-0.25,NA,NA,0,-0.214285714285714,0,0,-0.25,"score_TV_max",-0.230769230769231,"score_TRI",0.0192307692307692,"?",0
"6Y93F","111","spring18","lab-synch","starttime",1,"A",FALSE,102.636,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"6Y93F","111","spring18","lab-synch","starts",2,"E",FALSE,30.829,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"6Y93F","111","spring18","lab-synch","meets",3,"Z",FALSE,43.19,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
"6Y93F","111","spring18","lab-synch","endtime",4,"DEOU",FALSE,83.369,4,-0.285714285714286,0.833333333333333,NA,-0.307692307692308,-0.285714285714286,-0.285714285714286,NA,0,0.269230769230769,0,0,-0.285714285714286,"score_TV_start",0.833333333333333,"score_ORTH",1.11904761904762,"?",0
"6Y93F","111","spring18","lab-synch","midpoint",5,"FO",FALSE,129.807,2,0.909090909090909,-0.153846153846154,NA,-0.285714285714286,-0.153846153846154,-0.166666666666667,NA,0,0.423076923076923,0,0,-0.153846153846154,"score_TV_start",0.909090909090909,"score_TRI",1.06293706293706,"?",0
"H1RGT","121","spring18","lab-synch","starttime",1,"F",TRUE,29.752,1,1,NA,-0.0833333333333333,0.5,1,-0.0714285714285714,NA,NA,1,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"both tri + orth",0
"H1RGT","121","spring18","lab-synch","starts",2,"K",TRUE,10.638,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"H1RGT","121","spring18","lab-synch","meets",3,"F",TRUE,11.542,1,-0.0769230769230769,NA,0.333333333333333,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,1,0,-0.0769230769230769,"score_TV_start",0.333333333333333,"score_SATISFICE",0.41025641025641,"?",0
"H1RGT","121","spring18","lab-synch","endtime",4,"H",TRUE,6.292,1,1,NA,-0.0769230769230769,0.5,-0.0714285714285714,1,NA,NA,1,1,1,1,"score_TV_end",1,"score_TRI",1.07692307692308,"both tri + orth",0
"H1RGT","121","spring18","lab-synch","midpoint",5,"A",TRUE,23.387,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"MOWH2","121","spring18","lab-synch","starttime",1,"",FALSE,82.631,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"MOWH2","121","spring18","lab-synch","starts",2,"",FALSE,46.721,0,0,NA,0,0,0,0,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"MOWH2","121","spring18","lab-synch","meets",3,"",FALSE,108.31,0,0,NA,0,0,0,NA,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
