"subject","condition","pretty_condition","study","term","mode","q","question","correct","rt_s","response","num_o","ROTATION","SHAPE"
"F0UYQ","11311221","TRI-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",TRUE,43.589,"F",1,"45","TRI"
"F0UYQ","11311221","TRI-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,6.068,"B",1,"45","TRI"
"F0UYQ","11311221","TRI-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",TRUE,52.606,"O",1,"45","TRI"
"F0UYQ","11311221","TRI-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,10.252,"EG",2,"45","TRI"
"F0UYQ","11311221","TRI-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",TRUE,33.935,"OX",2,"45","TRI"
"F0UYQ","11311221","TRI-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",TRUE,44.584,"G",1,"45","TRI"
"F0UYQ","11311221","TRI-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",FALSE,47.676,"E",1,"45","TRI"
"F0UYQ","11311221","TRI-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",TRUE,11.006,"E",1,"45","TRI"
"F0UYQ","11311221","TRI-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,10.295,"LM",2,"45","TRI"
"F0UYQ","11311221","TRI-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,13.733,"G",1,"45","TRI"
"F0UYQ","11311221","TRI-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",TRUE,10.6,"EF",2,"45","TRI"
"F0UYQ","11311221","TRI-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",TRUE,11.81,"X",1,"45","TRI"
"F0UYQ","11311221","TRI-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",TRUE,103.233,"KX",2,"45","TRI"
"LWAZX","11311221","TRI-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",TRUE,13.529,"F",1,"45","TRI"
"LWAZX","11311221","TRI-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,7.93,"K",1,"45","TRI"
"LWAZX","11311221","TRI-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",TRUE,16.736,"F",1,"45","TRI"
"LWAZX","11311221","TRI-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",TRUE,23.935,"H",1,"45","TRI"
"LWAZX","11311221","TRI-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",TRUE,85.081,"O",1,"45","TRI"
"LWAZX","11311221","TRI-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,7.272,"EG",2,"45","TRI"
"LWAZX","11311221","TRI-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",TRUE,13.205,"OX",2,"45","TRI"
"LWAZX","11311221","TRI-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,84.623,"AK",2,"45","TRI"
"LWAZX","11311221","TRI-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,35.419,"I",1,"45","TRI"
"LWAZX","11311221","TRI-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",TRUE,13.196,"E",1,"45","TRI"
"LWAZX","11311221","TRI-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,14.199,"LM",2,"45","TRI"
"LWAZX","11311221","TRI-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,9.36,"G",1,"45","TRI"
"LWAZX","11311221","TRI-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",TRUE,32.036,"EF",2,"45","TRI"
"LWAZX","11311221","TRI-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",TRUE,29.526,"X",1,"45","TRI"
"LWAZX","11311221","TRI-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,34.681,"EF",2,"45","TRI"
"CGLFH","11311221","TRI-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",TRUE,12.99,"F",1,"45","TRI"
"CGLFH","11311221","TRI-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,21.697,"K",1,"45","TRI"
"CGLFH","11311221","TRI-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",TRUE,21.024,"F",1,"45","TRI"
"CGLFH","11311221","TRI-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,7.735,"B",1,"45","TRI"
"CGLFH","11311221","TRI-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,76.915,"F",1,"45","TRI"
"CGLFH","11311221","TRI-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,8.013,"EG",2,"45","TRI"
"CGLFH","11311221","TRI-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,29.582,"CO",2,"45","TRI"
"CGLFH","11311221","TRI-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,47.653,"L",1,"45","TRI"
"CGLFH","11311221","TRI-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",FALSE,38.947,"EI",2,"45","TRI"
"CGLFH","11311221","TRI-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,51.798,"N",1,"45","TRI"
"CGLFH","11311221","TRI-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,9.384,"LM",2,"45","TRI"
"CGLFH","11311221","TRI-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,8.452,"G",1,"45","TRI"
"CGLFH","11311221","TRI-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,41.689,"F",1,"45","TRI"
"CGLFH","11311221","TRI-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",TRUE,15.445,"X",1,"45","TRI"
"CGLFH","11311221","TRI-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,21.053,"BX",2,"45","TRI"
"60FOH","11311221","TRI-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",FALSE,14.52,"C",1,"45","TRI"
"60FOH","11311221","TRI-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",FALSE,15.738,"X",1,"45","TRI"
"60FOH","11311221","TRI-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",FALSE,29.998,"OF",2,"45","TRI"
"60FOH","11311221","TRI-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,18.731,"A",1,"45","TRI"
"60FOH","11311221","TRI-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,22.387,"JH",2,"45","TRI"
"60FOH","11311221","TRI-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",FALSE,7.386,"EF",2,"45","TRI"
"60FOH","11311221","TRI-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,8.78,"IJ",2,"45","TRI"
"60FOH","11311221","TRI-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,42.593,"J",1,"45","TRI"
"60FOH","11311221","TRI-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,17.385,"I",1,"45","TRI"
"60FOH","11311221","TRI-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",TRUE,7.524,"E",1,"45","TRI"
"60FOH","11311221","TRI-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",FALSE,35.472,"M",1,"45","TRI"
"60FOH","11311221","TRI-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,16.98,"G",1,"45","TRI"
"60FOH","11311221","TRI-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,29.283,"F",1,"45","TRI"
"60FOH","11311221","TRI-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",FALSE,31.575,"F",1,"45","TRI"
"60FOH","11311221","TRI-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,26.946,"OX",2,"45","TRI"
"HRR7M","11311221","TRI-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",TRUE,28.574,"F",1,"45","TRI"
"HRR7M","11311221","TRI-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,18.485,"K",1,"45","TRI"
"HRR7M","11311221","TRI-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",TRUE,31.41,"F",1,"45","TRI"
"HRR7M","11311221","TRI-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,69.103,"",0,"45","TRI"
"HRR7M","11311221","TRI-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,79.962,"",0,"45","TRI"
"HRR7M","11311221","TRI-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,18.643,"EG",2,"45","TRI"
"HRR7M","11311221","TRI-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",TRUE,17.795,"OX",2,"45","TRI"
"HRR7M","11311221","TRI-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,60.59,"AGK",3,"45","TRI"
"HRR7M","11311221","TRI-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,22.545,"I",1,"45","TRI"
"HRR7M","11311221","TRI-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",TRUE,71.861,"E",1,"45","TRI"
"HRR7M","11311221","TRI-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,19.298,"LM",2,"45","TRI"
"HRR7M","11311221","TRI-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,16.542,"G",1,"45","TRI"
"HRR7M","11311221","TRI-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",TRUE,33.253,"EF",2,"45","TRI"
"HRR7M","11311221","TRI-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",TRUE,52.074,"X",1,"45","TRI"
"HRR7M","11311221","TRI-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,51.357,"AX",2,"45","TRI"
"0ZQNF","11311221","TRI-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",TRUE,11.811,"F",1,"45","TRI"
"0ZQNF","11311221","TRI-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,9.765,"K",1,"45","TRI"
"0ZQNF","11311221","TRI-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",TRUE,13.256,"F",1,"45","TRI"
"0ZQNF","11311221","TRI-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",TRUE,54.087,"H",1,"45","TRI"
"0ZQNF","11311221","TRI-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,49.326,"Z",1,"45","TRI"
"0ZQNF","11311221","TRI-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,8.784,"EG",2,"45","TRI"
"0ZQNF","11311221","TRI-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",TRUE,32.489,"OX",2,"45","TRI"
"0ZQNF","11311221","TRI-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,55.486,"E",1,"45","TRI"
"0ZQNF","11311221","TRI-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",FALSE,25.082,"M",1,"45","TRI"
"0ZQNF","11311221","TRI-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",TRUE,56.773,"E",1,"45","TRI"
"0ZQNF","11311221","TRI-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,7.035,"LM",2,"45","TRI"
"0ZQNF","11311221","TRI-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,7.339,"G",1,"45","TRI"
"0ZQNF","11311221","TRI-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",TRUE,45.52,"EF",2,"45","TRI"
"0ZQNF","11311221","TRI-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",TRUE,73.824,"X",1,"45","TRI"
"0ZQNF","11311221","TRI-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,42.114,"OX",2,"45","TRI"
"0XW1U","11311221","TRI-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",TRUE,16.652,"F",1,"45","TRI"
"0XW1U","11311221","TRI-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,15.123,"K",1,"45","TRI"
"0XW1U","11311221","TRI-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",TRUE,20.807,"F",1,"45","TRI"
"0XW1U","11311221","TRI-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",TRUE,28.14,"H",1,"45","TRI"
"0XW1U","11311221","TRI-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,52.778,"A",1,"45","TRI"
"0XW1U","11311221","TRI-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,7.152,"EG",2,"45","TRI"
"0XW1U","11311221","TRI-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",TRUE,20.039,"OX",2,"45","TRI"
"0XW1U","11311221","TRI-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",TRUE,74.354,"G",1,"45","TRI"
"0XW1U","11311221","TRI-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,20.567,"I",1,"45","TRI"
"0XW1U","11311221","TRI-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",TRUE,30.517,"E",1,"45","TRI"
"0XW1U","11311221","TRI-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,7.117,"LM",2,"45","TRI"
"0XW1U","11311221","TRI-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,5.614,"G",1,"45","TRI"
"0XW1U","11311221","TRI-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",TRUE,31.487,"EF",2,"45","TRI"
"0XW1U","11311221","TRI-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",TRUE,11.61,"X",1,"45","TRI"
"0XW1U","11311221","TRI-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",TRUE,104.99,"KX",2,"45","TRI"
"V0BZG","11311221","TRI-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",TRUE,14.844,"F",1,"45","TRI"
"V0BZG","11311221","TRI-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,10.102,"K",1,"45","TRI"
"V0BZG","11311221","TRI-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",TRUE,23.519,"F",1,"45","TRI"
"V0BZG","11311221","TRI-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",TRUE,76.096,"H",1,"45","TRI"
"V0BZG","11311221","TRI-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,91.092,"Z",1,"45","TRI"
"V0BZG","11311221","TRI-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,18.558,"EG",2,"45","TRI"
"V0BZG","11311221","TRI-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",TRUE,45.017,"OX",2,"45","TRI"
"V0BZG","11311221","TRI-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,99.014,"F",1,"45","TRI"
"V0BZG","11311221","TRI-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,71.53,"I",1,"45","TRI"
"V0BZG","11311221","TRI-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",TRUE,55.813,"E",1,"45","TRI"
"V0BZG","11311221","TRI-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,16.353,"LM",2,"45","TRI"
"V0BZG","11311221","TRI-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,7.919,"G",1,"45","TRI"
"V0BZG","11311221","TRI-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,21.949,"F",1,"45","TRI"
"V0BZG","11311221","TRI-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",TRUE,126.707,"X",1,"45","TRI"
"V0BZG","11311221","TRI-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,83.274,"BX",2,"45","TRI"
"BQ01X","11311221","TRI-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",FALSE,54.173,"C",1,"45","TRI"
"BQ01X","11311221","TRI-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,66.156,"K",1,"45","TRI"
"BQ01X","11311221","TRI-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",TRUE,133.75,"F",1,"45","TRI"
"BQ01X","11311221","TRI-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,22.9,"A",1,"45","TRI"
"BQ01X","11311221","TRI-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,78.751,"U",1,"45","TRI"
"BQ01X","11311221","TRI-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",FALSE,18.72,"EF",2,"45","TRI"
"BQ01X","11311221","TRI-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,21.208,"IJ",2,"45","TRI"
"BQ01X","11311221","TRI-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,64.871,"M",1,"45","TRI"
"BQ01X","11311221","TRI-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,38.796,"I",1,"45","TRI"
"BQ01X","11311221","TRI-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,99.144,"X",1,"45","TRI"
"BQ01X","11311221","TRI-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",FALSE,45.46,"",0,"45","TRI"
"BQ01X","11311221","TRI-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",FALSE,12.796,"E",1,"45","TRI"
"BQ01X","11311221","TRI-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,140.476,"M",1,"45","TRI"
"BQ01X","11311221","TRI-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",FALSE,39.673,"",0,"45","TRI"
"BQ01X","11311221","TRI-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,40.361,"",0,"45","TRI"
"0CY2P","11311221","TRI-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",TRUE,53.961,"F",1,"45","TRI"
"0CY2P","11311221","TRI-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,24.395,"K",1,"45","TRI"
"0CY2P","11311221","TRI-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",TRUE,26.744,"F",1,"45","TRI"
"0CY2P","11311221","TRI-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",TRUE,36.521,"H",1,"45","TRI"
"0CY2P","11311221","TRI-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",TRUE,188.411,"O",1,"45","TRI"
"0CY2P","11311221","TRI-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,15.194,"EG",2,"45","TRI"
"0CY2P","11311221","TRI-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",TRUE,34.798,"OX",2,"45","TRI"
"0CY2P","11311221","TRI-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",TRUE,79.081,"G",1,"45","TRI"
"0CY2P","11311221","TRI-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",FALSE,102.432,"EI",2,"45","TRI"
"0CY2P","11311221","TRI-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,35.303,"G",1,"45","TRI"
"0CY2P","11311221","TRI-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,14.693,"LM",2,"45","TRI"
"0CY2P","11311221","TRI-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,10.278,"G",1,"45","TRI"
"0CY2P","11311221","TRI-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",TRUE,239.952,"EF",2,"45","TRI"
"0CY2P","11311221","TRI-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",TRUE,28.907,"X",1,"45","TRI"
"0CY2P","11311221","TRI-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",TRUE,183.095,"KX",2,"45","TRI"
"A2QWX","11311221","TRI-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",TRUE,23.768,"F",1,"45","TRI"
"A2QWX","11311221","TRI-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,21.232,"K",1,"45","TRI"
"A2QWX","11311221","TRI-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",TRUE,20.771,"F",1,"45","TRI"
"A2QWX","11311221","TRI-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",TRUE,35.066,"H",1,"45","TRI"
"A2QWX","11311221","TRI-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,72.52,"Z",1,"45","TRI"
"A2QWX","11311221","TRI-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,9.56,"EG",2,"45","TRI"
"A2QWX","11311221","TRI-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",TRUE,41.093,"OX",2,"45","TRI"
"A2QWX","11311221","TRI-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,81.725,"M",1,"45","TRI"
"A2QWX","11311221","TRI-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,56.835,"I",1,"45","TRI"
"A2QWX","11311221","TRI-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,54.302,"Z",1,"45","TRI"
"A2QWX","11311221","TRI-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,13.698,"LM",2,"45","TRI"
"A2QWX","11311221","TRI-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,75.06,"G",1,"45","TRI"
"A2QWX","11311221","TRI-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",TRUE,100.094,"EF",2,"45","TRI"
"A2QWX","11311221","TRI-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",TRUE,62.58,"X",1,"45","TRI"
"A2QWX","11311221","TRI-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,164.832,"X",1,"45","TRI"
"XZ8SA","11311221","TRI-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",TRUE,16.325,"F",1,"45","TRI"
"XZ8SA","11311221","TRI-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,10.315,"K",1,"45","TRI"
"XZ8SA","11311221","TRI-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",TRUE,48.73,"F",1,"45","TRI"
"XZ8SA","11311221","TRI-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",TRUE,164.982,"H",1,"45","TRI"
"XZ8SA","11311221","TRI-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",TRUE,67.256,"O",1,"45","TRI"
"XZ8SA","11311221","TRI-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,10.685,"EG",2,"45","TRI"
"XZ8SA","11311221","TRI-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",TRUE,22.871,"OX",2,"45","TRI"
"XZ8SA","11311221","TRI-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",TRUE,85.368,"G",1,"45","TRI"
"XZ8SA","11311221","TRI-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",FALSE,41.975,"E",1,"45","TRI"
"XZ8SA","11311221","TRI-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",TRUE,66.739,"E",1,"45","TRI"
"XZ8SA","11311221","TRI-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,10.916,"LM",2,"45","TRI"
"XZ8SA","11311221","TRI-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,7.5,"G",1,"45","TRI"
"XZ8SA","11311221","TRI-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",TRUE,34.307,"EF",2,"45","TRI"
"XZ8SA","11311221","TRI-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",TRUE,49.23,"X",1,"45","TRI"
"XZ8SA","11311221","TRI-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",TRUE,102.446,"KX",2,"45","TRI"
"6K8C3","11311221","TRI-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",TRUE,30.054,"F",1,"45","TRI"
"6K8C3","11311221","TRI-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,17.185,"K",1,"45","TRI"
"6K8C3","11311221","TRI-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",TRUE,32.289,"F",1,"45","TRI"
"6K8C3","11311221","TRI-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",TRUE,172.26,"H",1,"45","TRI"
