"subject","condition","term","mode","question","q","response","correct","rt_s","num_o","pretty_condition","SHAPE","SCALE","pretty_mode","IMPASSE","score_TRI","score_ORTH","score_BOTH","score_SAT_left","score_SAT_right","score_TV_max","score_TV_start","score_TV_end","score_TV_duration","score_REF","score_ABS","score_niceABS","score_TVERSKY","tv_type","score_SATISFICE","sat_type","top_score","top_type","range","int2","interpretation","high_interpretation","override","score_SCALED","score_STATE"
"GKC1Y","113","spring18","lab-synch","endtime",14,"B",FALSE,37.465,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0588235294117647,1,0.5,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"GKC1Y","113","spring18","lab-synch","midpoint",15,"EF",FALSE,18.359,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.125,1,0.5,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"FBLXY","113","spring18","lab-synch","starttime",1,"F",TRUE,77.932,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0833333333333333,0.5,NA,NA,0.5,1,-0.0714285714285714,NA,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"FBLXY","113","spring18","lab-synch","starts",2,"K",TRUE,30.524,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0833333333333333,0.5,NA,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,1,1,0.5,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"FBLXY","113","spring18","lab-synch","meets",3,"F",TRUE,13.187,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,0,0.5,NA,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1,"Triangular","Triangular","triangular","",1,"tri-like"
"FBLXY","113","spring18","lab-synch","endtime",4,"H",TRUE,5.433,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0833333333333333,0.5,NA,NA,0.5,-0.0714285714285714,1,NA,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"FBLXY","113","spring18","lab-synch","midpoint",5,"O",TRUE,19.447,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0769230769230769,0.5,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,1,1,-0.0769230769230769,"score_TV_start",NA,NA,1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular","",1,"tri-like"
"FBLXY","113","spring18","lab-synch","duration",6,"EG",TRUE,5.753,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"FBLXY","113","spring18","lab-synch","duration+starts",7,"OX",TRUE,19.842,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.133333333333333,0.5,NA,NA,0.25,1,-0.142857142857143,-0.125,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"FBLXY","113","spring18","lab-synch","duration+contained",8,"G",TRUE,51.16,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0714285714285714,0.5,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.07142857142857,"Triangular","Triangular","triangular","",1,"tri-like"
"FBLXY","113","spring18","lab-synch","starttime+before+endtime+during",9,"I",TRUE,49.327,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"FBLXY","113","spring18","lab-synch","ends",10,"E",TRUE,7.682,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0625,0.5,NA,NA,0.333333333333333,-0.0625,1,-0.0625,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular","",1,"tri-like"
"FBLXY","113","spring18","lab-synch","starttime",11,"LM",TRUE,10.521,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.125,0.5,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.125,"Triangular","Triangular","triangular","",1,"tri-like"
"FBLXY","113","spring18","lab-synch","starts",12,"G",TRUE,8.24,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0625,0.5,NA,NA,0.5,1,NA,-0.0625,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular","",1,"tri-like"
"FBLXY","113","spring18","lab-synch","meets",13,"EF",TRUE,24.847,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,0.433333333333333,0.666666666666667,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0.566666666666667,"Triangular","Triangular","triangular","",1,"tri-like"
"FBLXY","113","spring18","lab-synch","endtime",14,"X",TRUE,8.993,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0588235294117647,0.5,NA,NA,0.25,NA,1,-0.0666666666666667,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular","",1,"tri-like"
"FBLXY","113","spring18","lab-synch","midpoint",15,"KX",TRUE,12.183,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.133333333333333,0.5,NA,NA,0.666666666666667,-0.117647058823529,NA,NA,0,1,1,0.666666666666667,"score_TV_max",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"8XBVF","113","spring18","lab-synch","starttime",1,"A",FALSE,13.635,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"8XBVF","113","spring18","lab-synch","starts",2,"E",FALSE,16.361,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0833333333333333,1,0.5,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"8XBVF","113","spring18","lab-synch","meets",3,"A",FALSE,64.816,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0833333333333333,-0.1,-0.0769230769230769,NA,NA,0.166666666666667,-0.0833333333333333,-0.0833333333333333,0.333333333333333,0,0,0,0.333333333333333,"score_TV_duration",NA,NA,0.333333333333333,"score_TVERSKY",0.433333333333333,"Tversky","Tversky","pos.trans","?",0.5,"tri-like"
"8XBVF","113","spring18","lab-synch","endtime",4,"H",TRUE,16.542,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0833333333333333,0.5,NA,NA,0.5,-0.0714285714285714,1,NA,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"8XBVF","113","spring18","lab-synch","midpoint",5,"O",TRUE,12.92,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0769230769230769,0.5,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,1,1,-0.0769230769230769,"score_TV_start",NA,NA,1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular","",1,"tri-like"
"8XBVF","113","spring18","lab-synch","duration",6,"EG",TRUE,10.121,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"8XBVF","113","spring18","lab-synch","duration+starts",7,"OX",TRUE,50.244,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.133333333333333,0.5,NA,NA,0.25,1,-0.142857142857143,-0.125,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"8XBVF","113","spring18","lab-synch","duration+contained",8,"G",TRUE,70.234,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0714285714285714,0.5,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.07142857142857,"Triangular","Triangular","triangular","",1,"tri-like"
"8XBVF","113","spring18","lab-synch","starttime+before+endtime+during",9,"E",FALSE,13.693,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0666666666666667,-0.0666666666666667,-0.0588235294117647,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,-0.0666666666666667,"score_TRI",0,"?","?","neg.trans","",-0.5,"unknown"
"8XBVF","113","spring18","lab-synch","ends",10,"E",TRUE,6.77,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0625,0.5,NA,NA,0.333333333333333,-0.0625,1,-0.0625,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular","",1,"tri-like"
"8XBVF","113","spring18","lab-synch","starttime",11,"LM",TRUE,12.892,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.125,0.5,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.125,"Triangular","Triangular","triangular","",1,"tri-like"
"8XBVF","113","spring18","lab-synch","starts",12,"G",TRUE,8.185,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0625,0.5,NA,NA,0.5,1,NA,-0.0625,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular","",1,"tri-like"
"8XBVF","113","spring18","lab-synch","meets",13,"EF",TRUE,10.122,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,0.433333333333333,0.666666666666667,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0.566666666666667,"Triangular","Triangular","triangular","",1,"tri-like"
"8XBVF","113","spring18","lab-synch","endtime",14,"X",TRUE,8.85,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0588235294117647,0.5,NA,NA,0.25,NA,1,-0.0666666666666667,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular","",1,"tri-like"
"8XBVF","113","spring18","lab-synch","midpoint",15,"KX",TRUE,17.887,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.133333333333333,0.5,NA,NA,0.666666666666667,-0.117647058823529,NA,NA,0,1,1,0.666666666666667,"score_TV_max",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"WWOFR","113","spring18","lab-synch","starttime",1,"A",FALSE,25.115,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"WWOFR","113","spring18","lab-synch","starts",2,"E",FALSE,30.409,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0833333333333333,1,0.5,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"WWOFR","113","spring18","lab-synch","meets",3,"ABU",FALSE,32.59,3,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.25,-0.3,-0.230769230769231,NA,NA,0.5,-0.25,-0.25,1,0,0,0,1,"score_TV_duration",NA,NA,1,"score_TVERSKY",1.3,"Tversky","Tversky","pos.trans","",0.5,"tri-like"
"WWOFR","113","spring18","lab-synch","endtime",4,"DE",FALSE,9.06,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.142857142857143,-0.166666666666667,-0.153846153846154,NA,NA,-0.153846153846154,-0.142857142857143,-0.142857142857143,NA,0,0,0,-0.142857142857143,"score_TV_start",NA,NA,-0.142857142857143,"score_TRI",0.0238095238095238,"?","?","neg.trans","",-0.5,"unknown"
"WWOFR","113","spring18","lab-synch","midpoint",5,"HK",FALSE,63.731,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.181818181818182,-0.153846153846154,-0.153846153846154,NA,NA,-0.142857142857143,-0.153846153846154,-0.166666666666667,NA,0,0,0,-0.142857142857143,"score_TV_max",NA,NA,-0.142857142857143,"score_TVERSKY",0.038961038961039,"?","?","neg.trans","",-0.5,"unknown"
"WWOFR","113","spring18","lab-synch","duration",6,"EG",TRUE,25.061,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"WWOFR","113","spring18","lab-synch","duration+starts",7,"OX",TRUE,66.37,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.133333333333333,0.5,NA,NA,0.25,1,-0.142857142857143,-0.125,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"WWOFR","113","spring18","lab-synch","duration+contained",8,"AK",FALSE,49.389,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.133333333333333,-0.142857142857143,-0.125,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,-0.133333333333333,"score_TRI",0.00952380952380952,"?","?","neg.trans","",-0.5,"unknown"
"WWOFR","113","spring18","lab-synch","starttime+before+endtime+during",9,"I",TRUE,13.034,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"WWOFR","113","spring18","lab-synch","ends",10,"E",TRUE,6.482,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0625,0.5,NA,NA,0.333333333333333,-0.0625,1,-0.0625,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular","",1,"tri-like"
"WWOFR","113","spring18","lab-synch","starttime",11,"LM",TRUE,11.825,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.125,0.5,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.125,"Triangular","Triangular","triangular","",1,"tri-like"
"WWOFR","113","spring18","lab-synch","starts",12,"G",TRUE,7.822,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0625,0.5,NA,NA,0.5,1,NA,-0.0625,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular","",1,"tri-like"
"WWOFR","113","spring18","lab-synch","meets",13,"HN",FALSE,22.924,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.133333333333333,-0.133333333333333,-0.133333333333333,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,-0.133333333333333,"score_TRI",0,"?","?","neg.trans","",-0.5,"unknown"
"WWOFR","113","spring18","lab-synch","endtime",14,"X",TRUE,20.39,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0588235294117647,0.5,NA,NA,0.25,NA,1,-0.0666666666666667,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular","",1,"tri-like"
"WWOFR","113","spring18","lab-synch","midpoint",15,"FN",FALSE,18.187,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.125,0.433333333333333,0.178571428571429,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,0.433333333333333,"score_ORTH",0.558333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"TELDD","113","spring18","lab-synch","starttime",1,"CF",FALSE,38.926,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",0.923076923076923,-0.166666666666667,0.423076923076923,NA,NA,1,0.923076923076923,0.928571428571429,NA,0,0,0,1,"score_TV_max",NA,NA,1,"score_TVERSKY",1.16666666666667,"Tversky","Tversky","pos.trans","",0.5,"tri-like"
"TELDD","113","spring18","lab-synch","starts",2,"K",TRUE,20.437,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0833333333333333,0.5,NA,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,1,1,0.5,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"TELDD","113","spring18","lab-synch","meets",3,"F",TRUE,22.203,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,0,0.5,NA,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1,"Triangular","Triangular","triangular","",1,"tri-like"
"TELDD","113","spring18","lab-synch","endtime",4,"H",TRUE,35.123,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0833333333333333,0.5,NA,NA,0.5,-0.0714285714285714,1,NA,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"TELDD","113","spring18","lab-synch","midpoint",5,"O",TRUE,140.081,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0769230769230769,0.5,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,1,1,-0.0769230769230769,"score_TV_start",NA,NA,1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular","",1,"tri-like"
"TELDD","113","spring18","lab-synch","duration",6,"EG",TRUE,11.128,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"TELDD","113","spring18","lab-synch","duration+starts",7,"OX",TRUE,50.481,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.133333333333333,0.5,NA,NA,0.25,1,-0.142857142857143,-0.125,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"TELDD","113","spring18","lab-synch","duration+contained",8,"G",TRUE,45.634,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0714285714285714,0.5,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.07142857142857,"Triangular","Triangular","triangular","",1,"tri-like"
"TELDD","113","spring18","lab-synch","starttime+before+endtime+during",9,"E",FALSE,41.626,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0666666666666667,-0.0666666666666667,-0.0588235294117647,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,-0.0666666666666667,"score_TRI",0,"?","?","neg.trans","",-0.5,"unknown"
"TELDD","113","spring18","lab-synch","ends",10,"E",TRUE,7.234,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0625,0.5,NA,NA,0.333333333333333,-0.0625,1,-0.0625,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular","",1,"tri-like"
"TELDD","113","spring18","lab-synch","starttime",11,"LM",TRUE,10.004,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.125,0.5,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.125,"Triangular","Triangular","triangular","",1,"tri-like"
"TELDD","113","spring18","lab-synch","starts",12,"G",TRUE,7.994,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0625,0.5,NA,NA,0.5,1,NA,-0.0625,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular","",1,"tri-like"
"TELDD","113","spring18","lab-synch","meets",13,"EF",TRUE,16.719,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,0.433333333333333,0.666666666666667,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0.566666666666667,"Triangular","Triangular","triangular","",1,"tri-like"
"TELDD","113","spring18","lab-synch","endtime",14,"X",TRUE,15.002,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0588235294117647,0.5,NA,NA,0.25,NA,1,-0.0666666666666667,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular","",1,"tri-like"
"TELDD","113","spring18","lab-synch","midpoint",15,"KX",TRUE,80.16,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.133333333333333,0.5,NA,NA,0.666666666666667,-0.117647058823529,NA,NA,0,1,1,0.666666666666667,"score_TV_max",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"WLDKB","113","spring18","lab-synch","starttime",1,"C",FALSE,61.75,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0769230769230769,-0.0833333333333333,-0.0769230769230769,NA,NA,0.5,-0.0769230769230769,1,NA,0,0,0,1,"score_TV_end",NA,NA,1,"score_TVERSKY",1.08333333333333,"Tversky","Tversky","pos.trans","",0.5,"tri-like"
"WLDKB","113","spring18","lab-synch","starts",2,"D",FALSE,57.543,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",0,0,-0.0769230769230769,NA,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,0,"score_TRI",0,"reference","reference","neutral","",0,"unknown"
"WLDKB","113","spring18","lab-synch","meets",3,"Z",FALSE,26.964,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",0,1,0.5,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"WLDKB","113","spring18","lab-synch","endtime",4,"DE",FALSE,19.723,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.142857142857143,-0.166666666666667,-0.153846153846154,NA,NA,-0.153846153846154,-0.142857142857143,-0.142857142857143,NA,0,0,0,-0.142857142857143,"score_TV_start",NA,NA,-0.142857142857143,"score_TRI",0.0238095238095238,"?","?","neg.trans","",-0.5,"unknown"
"WLDKB","113","spring18","lab-synch","midpoint",5,"",FALSE,46.501,0,"Tri-Isosceles","TRI","isosceles","laboratory","none",0,0,0,NA,NA,0,0,0,NA,0,0,0,0,"score_TV_max",NA,NA,0,"score_TRI",0,"blank","blank","neutral","",0,"unknown"
"WLDKB","113","spring18","lab-synch","duration",6,"EG",TRUE,17.17,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"WLDKB","113","spring18","lab-synch","duration+starts",7,"BF",FALSE,30.47,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"WLDKB","113","spring18","lab-synch","duration+contained",8,"CDEGHIJNZ",FALSE,97.963,9,"Tri-Isosceles","TRI","isosceles","laboratory","none",0.466666666666667,0.428571428571429,0.5625,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0.466666666666667,"score_TRI",0.0380952380952381,"frenzy","frenzy","neg.trans","",-0.5,"unknown"
"WLDKB","113","spring18","lab-synch","starttime+before+endtime+during",9,"I",TRUE,20.605,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"WLDKB","113","spring18","lab-synch","ends",10,"X",FALSE,22.895,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0625,1,0.5,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"WLDKB","113","spring18","lab-synch","starttime",11,"BF",FALSE,13.263,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"WLDKB","113","spring18","lab-synch","starts",12,"B",FALSE,14.002,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"WLDKB","113","spring18","lab-synch","meets",13,"EX",FALSE,69.547,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",0.433333333333333,0.433333333333333,0.666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0.433333333333333,"score_TRI",0,"?","?","neg.trans","",-0.5,"unknown"
"WLDKB","113","spring18","lab-synch","endtime",14,"B",FALSE,17.375,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0588235294117647,1,0.5,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"WLDKB","113","spring18","lab-synch","midpoint",15,"EF",FALSE,36.372,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.125,1,0.5,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"G92Y8","113","spring18","lab-synch","starttime",1,"A",FALSE,15.151,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
